#species_name	AACB_HE	AACB_consistency
Legionella_pneumophila_pneumophila_Philadelphia_1	0.026730202206715205	0.009907738261392162
Leifsonia_xyli_xyli_CTCB07	0.02180491157390903	0.008680673700526473
Leptospira_interrogans_serovar_lai_56601_chr1	0.02246414542974535	0.007464472530955519
Listeria_innocua_Clip11262_	0.025710418515053735	0.006719112750827049
Listeria_monocytogenes_strain_EGD_	0.025034260104774872	0.006672146186475384
Mannheimia_succiniciproducens_MBEL55E	0.025414413095795	0.00900150200533711
Mesorhizobium_loti	0.025163456401788402	0.009531746148392419
Methanobacterium_thermoautotrophicum	0.019055407071334705	0.014725077527742415
Methanococcoides_burtonii	0.02261527591800084	0.0085739482458449
Methanococcus_jannaschii	0.02878111389851335	0.012797210653945412
Methanopyrus_kandleri	0.005769753537233522	0.016741599582334208
Methanosarcina_barkeri	0.02200960039030988	0.011288894119846168
Methylobacillus_flagellatus	0.020043735812745836	0.009255174555847368
Methylobacterium_extorquens	0.028003831773208213	0.005491545905211632
Methylococcus_capsulatus	0.03418496625401878	0.007853549279845376
Moorella_thermoacetica	0.02304256307431262	0.007744091132054986
Mycobacterium_avium_paratuberculosis_k10	0.017746500170632853	0.008456449704662144
Mycobacterium_bovis_bovis_AF2122_97	0.025428200340237406	0.00952701931359455
Mycobacterium_leprae	0.02491816558605311	0.011003301829931238
Mycobacterium_tuberculosis	0.024418353517006646	0.009868793106349716
Mycoplasma_capricolum	0.04174374718321146	0.01069346563433882
Mycoplasma_gallisepticum_R	0.024598336079934828	0.01110774753659681
Mycoplasma_genitalium	0.011612891330743863	0.016989506295648115
Mycoplasma_hyopneumoniae_232	0.02144785154240369	0.012577011661404527
Mycoplasma_mobile_163K	0.0271489937363687	0.011789649763325746
Mycoplasma_mycoides_mycoides_SC	0.036671714490727536	0.010009484155913427
Mycoplasma_pneumoniae	0.00044408341506529253	0.014941643180348057
Mycoplasma_pulmonis_UAB_CTIP	0.014102062258836718	0.011123456317631323
Myxococcus_xanthus	0.014005471484378054	0.005430224682683975
Nanoarchaeum_equitans	0.021555517796102798	0.016742094792627928
Neisseria_gonorrhoeae_FA1090	0.04246634372017187	0.008504220010678852
Neisseria_meningitidis_A	0.03711385850045694	0.008314113802551268
Nitrobacter_winogradskyi	0.027140506008694963	0.0077110652660359
Nitrosomonas_europaea_ATCC19718	0.012929277057178081	0.010088860153611615
Nocardia_farcinica	0.02253262756587005	0.01117485422186489
Nostoc_sp._PCC_7120_	0.01606352132242773	0.00932205848645023
Oenococcus_oeni	0.023011794897166087	0.012642064382908873
Parachlamydia_sp_UWE25	0.01537885820662788	0.007902269620257916
Paracoccus_denitrificans	0.03491854226727244	0.006393842697177046
Pasteurella_multocida_PM70	0.024402017197660265	0.008694173278380521
Petrotoga_mobilis	0.022100020956537333	0.013373805792340397
Photobacterium_profundum_SS9	0.016246502493563873	0.007184241838931063
Photorhabdus_luminescens_laumondii_TTO1	0.023321083651430534	0.007982629389765593
Picrophilus_torridus_DSM_9790	0.050859484707098564	0.01871353803095415
Pirellula_sp	0.024114884604848473	0.00895220527544947
Porphyromonas_gingivalis_W83	0.018569050133497363	0.010219859925654972
Prochlorococcus_marinus_marinus_CCMP1375	0.011984455030515161	0.010061201315598494
Propionibacterium_acnes_KPA171202	0.020952475604278428	0.007309850814348142
Pseudoalteromonas_haloplanktis	0.021855074400922415	0.005150187683466006
Pseudomonas_aeruginosa_PA01	0.0322376331366421	0.007098652850098159
Pseudomonas_putida_KT2440	0.0292355000173488	0.008309362479041746
Pseudomonas_syringae_tomato_DC3000	0.028012600796725566	0.007236798124927866
Psychromonas_ingrahamii	0.031335648111419236	0.00701472012284064
Pyrobaculum_aerophilum	0.018957732110834756	0.009781181346039095
Pyrobaculum_arsenaticum	0.014628695650974858	0.013813065527820719
Pyrococcus_abyssi	-5.989913133773277e-05	0.011315578808307932
Pyrococcus_furiosus	0.007359650725669916	0.011314935201800958
Pyrococcus_horikoshii	0.011551985464873946	0.012060472418605287
Ralstonia_solanacearum_GMI1000	0.0342324446465341	0.012832447436071691
Rhodobacter_sphaeroides	0.03166874779256734	0.005918229483701946
Rhodococcus_sp_Strain_RHA1	0.01359375369978161	0.008827191382747535
Rhodoferax_ferrireducens	0.0181036570601142	0.011696182308529144
Rhodopseudomonas_palustris	0.02267991518879508	0.007379262783260406
Rhodospirillum_rubrum	0.0301097827421523	0.009920003499314928
Rickettsia_conorii_Malish_7	0.008093171048231526	0.0073814543049335575
Rickettsia_prowazekii	0.01385413379634726	0.007028306386229105
Rickettsia_typhi_wilmington	0.014016477479374108	0.008724094963070798
Rubrobacter_xylanophilus	0.01849410211590007	0.006921634174937475
Salinibacter_ruber	0.049887780356834804	0.010479928931631544
Salmonella_typhimurium_LT2_	0.03303281995703312	0.007743831686624637
Shewanella_oneidensis_MR-1	0.027919920961209894	0.007009872495535781
Silicibacter_pomeroyi	0.019478876099029367	0.006768778378541653
Sinorhizobium_meliloti_1021	0.019469730909117543	0.006051703216858755
Sodalis_glossinidius	0.020496552970928405	0.006612031404916998
Sorangium_cellulosum	0.019915837420084632	0.007636867014131992
Sphingopyxis_alaskensis	0.03529747937384481	0.011431682026121567
Staphylococcus_aureus_strain_N315	0.03389847730825341	0.004728428505749417
Staphylococcus_epidermidis_ATCC_12228	0.027207660638403908	0.006073868109086259
Staphylothermus_marinus	0.02078366404628266	0.012391752187799015
Streptococcus_agalactiae_2603VR	0.030594408880467796	0.00999980162522079
Streptococcus_mutans_UA159	0.032510371193884724	0.009617085474127223
Streptococcus_pneumoniae_TIGR4	0.01692039636432052	0.009598750708541045
Streptococcus_pyogenes_M1	0.028543127411772264	0.00964287090222316
Streptococcus_thermophilus_LMG18311	0.027858262774161303	0.00924236066224735
Streptomyces_coelicolor_A3(2)	0.036459632967869235	0.01002665982352914
Sulfolobus_acidocaldarius	0.01683562189925178	0.014445395573336985
Sulfolobus_solfataricus	0.030227884080095562	0.012235943520316995
Sulfolobus_tokodaii	0.02445669967308903	0.014133528667700531
Symbiobacterium_thermophilum	0.026195653998647487	0.00848810647283194
Synechococcus_elongatus_PCC6301	0.010549361730558855	0.013108282259465249
Synechococcus_sp_WH8102	0.009591178640484163	0.0067597701152874515
Synechocystis_PCC6803	0.009333321527714902	0.008316868520925152
Syntrophobacter_fumaroxidans	0.011666234205034829	0.011989383734083476
Syntrophus_aciditrophicus	0.020857204048736352	0.010275363087211465
Thermoanaerobacter_tengcongensis	0.015944299592894694	0.011082192362854557
Thermoplasma_acidophilum	0.024705920354540334	0.012682470485013525
Thermoplasma_volcanium	0.024392339662137472	0.015258306461127177
Thermosynechococcus_elongatus_BP-1	0.0025589116536537115	0.01030741535088831
Thermotoga_maritima	0.0023130809370238937	0.009158561575883135
Thermus_thermophilus_HB27	0.016781957273607026	0.0067447074723827145
Thiomicrospira_crunogena	0.011597588024079855	0.007427256776465786
Treponema_denticola_ATCC35405	0.024376958920297134	0.013042275149013223
Treponema_pallidum	0.022728127001146844	0.009892208793367649
Trichodesmium_erythraeum	0.015392678697714221	0.011909720778778063
Tropheryma_whipplei_Twist	0.029099386911374325	0.01130101071450613
Ureaplasma_urealyticum	0.027276725126393404	0.008861229990738425
Vibrio_cholerae_	0.02546708296903291	0.00741213944192835
Vibrio_fischeri_ES114	0.023623457640807997	0.006190101880320359
Vibrio_parahaemolyticus	0.019284863444036654	0.006773296077132004
Vibrio_vulnificus_CMCP6_chr1	0.023989418647703733	0.007451213132243388
Wigglesworthia_glossinidia_brevipalpis	0.006720790235875785	0.009534882296116959
Wolbachia_endosymbiont_TRS_Brugia_malayi	0.006610231522593606	0.010152542828516485
Wolinella_succinogenes	0.01987713928359886	0.010390899287510259
Xanthomonas_axonopodis	0.018598791793710195	0.009489094294419543
Xanthomonas_campestris	0.021437325812761556	0.00674555223164922
Xanthomonas_oryzae_oryzae_KACC10331	0.0185909351186527	0.008627321490336168
Xylella_fastidiosa_9a5c	0.020717057114608202	0.006792046564318069
Yersinia_pestis_CO92	0.020835876578653916	0.007510497093223843
Yersinia_pseudotuberculosis	0.021744953850527302	0.00648828779250027
Zymomonas_mobilis	0.027599666072782324	0.006404799127873639
